Ocupação;Quantitativo;Porcentagem;Data de carga
ADMINISTRADOR;2635;0,0066;2023-03-01 19:04:08
ADVOGADO;7382;0,0184;2023-03-01 19:04:08
AGENCIADOR DE PROPAGANDA;54;0,0001;2023-03-01 19:04:08
AGENTE ADMINISTRATIVO;1538;0,0038;2023-03-01 19:04:08
AGENTE DE SAUDE E SANITARISTA;1982;0,0049;2023-03-01 19:04:08
AGENTE DE SERVICOS FUNERARIOS E EMBALSAMADOR;43;0,0001;2023-03-01 19:04:08
AGENTE DE VIAGEM E GUIA DE TURISMO;134;0,0003;2023-03-01 19:04:08
AGENTE POSTAL;183;0,0005;2023-03-01 19:04:08
AGRICULTOR;52365;0,1304;2023-03-01 19:04:08
AGRONOMO;861;0,0021;2023-03-01 19:04:08
ALFAIATE E COSTUREIRO;424;0,0011;2023-03-01 19:04:08
ALMOXARIFE;238;0,0006;2023-03-01 19:04:08
ANALISTA DE SISTEMAS;213;0,0005;2023-03-01 19:04:08
ANTROPOLOGO;12;0;2023-03-01 19:04:08
APOSENTADO (EXCETO SERVIDOR PUBLICO);9398;0,0234;2023-03-01 19:04:08
ARQUITETO;266;0,0007;2023-03-01 19:04:08
ARTESAO;596;0,0015;2023-03-01 19:04:08
ARTISTA DE CIRCO;16;0;2023-03-01 19:04:08
ASSISTENTE SOCIAL;541;0,0013;2023-03-01 19:04:08
ASTROLOGO;3;0;2023-03-01 19:04:08
ASTRONOMO;1;0;2023-03-01 19:04:08
ATENDENTE DE LANCHONETE E RESTAURANTE;150;0,0004;2023-03-01 19:04:08
ATLETA PROFISSIONAL E TECNICO EM DESPORTOS;173;0,0004;2023-03-01 19:04:08
ATOR E DIRETOR DE ESPETACULOS PUBLICOS;95;0,0002;2023-03-01 19:04:08
AUXILIAR DE ESCRITORIO E ASSEMELHADOS;2174;0,0054;2023-03-01 19:04:08
AUXILIAR DE LABORATORIO;239;0,0006;2023-03-01 19:04:08
BACTERIOLOGISTA E TRABALHADOR ASSEMELHADO;15;0;2023-03-01 19:04:08
BANCARIO E ECONOMIARIO;1309;0,0033;2023-03-01 19:04:08
BIBLIOTECARIO, ARQUIVISTA, MUSEOLOGO E ARQUEOLOGO;70;0,0002;2023-03-01 19:04:08
BIOLOGO E BIOMEDICO;192;0,0005;2023-03-01 19:04:08
BOMBEIRO CIVIL;49;0,0001;2023-03-01 19:04:08
BOMBEIRO E INSTALADOR DE GAS, AGUA, ESGOTO E ASSEMELHADOS;93;0,0002;2023-03-01 19:04:08
BOMBEIRO MILITAR;189;0,0005;2023-03-01 19:04:08
CABELEIREIRO, BARBEIRO, MANICURE, MAQUILADOR, ESTETICISTA E MASSAGISTA;2549;0,0063;2023-03-01 19:04:08
CANTOR E COMPOSITOR;267;0,0007;2023-03-01 19:04:08
CAPITALISTA DE ATIVOS FINANCEIROS;6;0;2023-03-01 19:04:08
CARVOEIRO;54;0,0001;2023-03-01 19:04:08
CATADOR DE RECICLAVEIS;52;0,0001;2023-03-01 19:04:08
CERAMISTA, OLEIRO;136;0,0003;2023-03-01 19:04:08
CHAPELEIRO;5;0;2023-03-01 19:04:08
CHAVEIRO;50;0,0001;2023-03-01 19:04:08
CIENTISTA POLITICO;13;0;2023-03-01 19:04:08
COBRADOR DE TRANSPORTE COLETIVO;214;0,0005;2023-03-01 19:04:08
COMANDANTE DE EMBARCACOES;22;0,0001;2023-03-01 19:04:08
COMERCIANTE;43146;0,1074;2023-03-01 19:04:08
COMERCIARIO;3842;0,0096;2023-03-01 19:04:08
COMISSARIO DE BORDO;5;0;2023-03-01 19:04:08
COMUNICOLOGO;45;0,0001;2023-03-01 19:04:08
CONTADOR;1984;0,0049;2023-03-01 19:04:08
CONTROLADOR DE TRAFEGO AEREO;4;0;2023-03-01 19:04:08
COREOGRAFO E BAILARINO;25;0,0001;2023-03-01 19:04:08
CORRETOR DE IMOVEIS, SEGUROS, TITULOS E VALORES;1215;0,003;2023-03-01 19:04:08
CORTADOR, POLIDOR E GRAVADOR DE PEDRAS;32;0,0001;2023-03-01 19:04:08
COVEIRO;17;0;2023-03-01 19:04:08
COZINHEIRO;376;0,0009;2023-03-01 19:04:08
DECORADOR;57;0,0001;2023-03-01 19:04:08
DEMONSTRADOR;11;0;2023-03-01 19:04:08
DESENHISTA;228;0,0006;2023-03-01 19:04:08
DESPACHANTE;428;0,0011;2023-03-01 19:04:08
DETETIVE PARTICULAR;28;0,0001;2023-03-01 19:04:08
DIGITADOR;232;0,0006;2023-03-01 19:04:08
DIPLOMATA;2;0;2023-03-01 19:04:08
DIRETOR DE EMPRESAS;227;0,0006;2023-03-01 19:04:08
DIRETOR DE ESTABELECIMENTO DE ENSINO;483;0,0012;2023-03-01 19:04:08
DONA DE CASA;10238;0,0255;2023-03-01 19:04:08
ECONOMISTA;573;0,0014;2023-03-01 19:04:08
ECONOMISTA DOMESTICO;22;0,0001;2023-03-01 19:04:08
ELETRICISTA E ASSEMELHADOS;1832;0,0046;2023-03-01 19:04:08
EMPREGADO DOMESTICO;670;0,0017;2023-03-01 19:04:08
EMPRESARIO;7583;0,0189;2023-03-01 19:04:08
EMPRESARIO E PRODUTOR DE ESPETACULOS PUBLICOS;370;0,0009;2023-03-01 19:04:08
ENCANADOR,SOLDADOR,CHAPEADOR,CALDEIREIRO,MONTADOR DE ESTRUTURA METALIC;391;0,001;2023-03-01 19:04:08
